# clusterName       ra        dec       l         b         r50     nbstars pmra      pmdec     par     d05       d16       dmode     d84       d95       Rgc       distance_Kharchenko logt_Kharchenko rc_Kharchenko rt_Kharchenko FeH_Kharchenko	FeH_synth
  Graham_1          164.134   -63.018   290.319   -2.995    0.028   20     -6.324    2.178     0.218   3892.5    3954.9    4056.2    4157.4    4227.6    7905.8    2577.0        7.375         0.77          7.14          ""           	0.1
  Haffner_10        112.156   -15.364   230.804   1.021     0.029   172    -1.144    1.557     0.259   3381.8    3414.5    3467.9    3521.3    3559.9    10868.7   4873.0        9.305         1.95          22.65         ""           	-0.22272875
  Haffner_11        113.855   -27.708   242.388   -3.539    0.048   168    -1.465    3.149     0.138   5810.4    5889.6    6003.8    6118.1    6206.0    12320.4   5157.0        8.945         1.84          18.55         ""           	-0.35
  Haffner_13        115.209   -30.073   245.035   -3.656    0.327   210    -6.184    5.879     1.742   563.4     563.9     564.6     565.3     565.8     8593.0    714.0         7.52          2.17          5.69          ""           	0.0332875
  Haffner_14        116.182   -28.384   243.987   -2.082    0.081   195    -1.821    1.728     0.226   3857.5    3883.5    3916.9    3950.3    3976.3    10654.2   2134.0        8.785         0.92          12.37         ""           	-0.1985975
  Haffner_15        116.38    -32.846   247.946   -4.158    0.031   175    -2.154    3.289     0.238   3674.8    3703.1    3741.9    3780.7    3808.9    10337.2   2237.0        7.28          0.93          9.45          ""           	-0.162935
  Haffner_16        117.586   -25.458   242.091   0.473     0.031   106    -2.811    2.991     0.293   3048.1    3072.5    3104.3    3140.9    3165.3    10169.9   2654.0        7.3           0.84          4.52          -0.111       	-0.14411375
  Haffner_17        117.899   -31.812   247.699   -2.529    0.027   115    -1.195    1.859     0.247   3562.5    3589.2    3629.3    3669.4    3699.5    10278.7   2899.0        8.17          0.57          11.49         ""           	-0.15635375
  Haffner_18        118.168   -26.387   243.157   0.449     0.032   71     -2.548    2.67      0.185   4523.2    4580.7    4672.7    4764.7    4827.9    11250.8   2856.0        7.9           0.8           7.4           ""           	-0.265715
  Haffner_19        118.193   -26.274   243.071   0.526     0.017   50     -2.494    2.507     0.169   4790.1    4893.8    5052.9    5225.9    5343.5    11543.6   4611.0        6.65          0.92          7.71          ""           	-0.298655
  Haffner_20        119.061   -30.369   246.974   -0.933    0.017   54     -2.294    3.407     0.178   4633.7    4715.9    4842.4    4975.2    5070.1    11161.9   2910.0        8.055         1.11          10.33         ""           	-0.25571375
  Haffner_21        120.288   -27.212   244.846   1.636     0.029   65     -1.432    1.563     0.286   3094.6    3125.5    3174.6    3223.6    3259.7    10105.6   2436.0        8.625         0.62          8.59          ""           	-0.13688
  Haffner_22        123.108   -27.913   246.783   3.366     0.078   184    -1.638    2.878     0.329   2763.0    2774.8    2790.6    2808.4    2820.2    9779.3    2796.0        9.19          2.8           14.06         ""           	-0.10017125
  Haffner_23        107.389   -16.866   229.987   -3.729    0.117   77     -0.526    -0.077    0.448   2072.3    2081.2    2095.7    2110.1    2121.2    9816.1    1000.0        8.825         1.64          6.35          ""           	-0.10431125
  Haffner_26        123.911   -30.851   249.623   2.328     0.066   68     -1.588    2.37      0.303   2959.8    2979.8    3008.7    3039.8    3062.0    9800.6    2589.0        8.0           1.93          6.79          ""           	-0.1025675
  Haffner_3         106.027   -6.133    219.831   0.01      0.042   45     -1.179    -0.906    0.379   2378.7    2405.7    2448.6    2491.5    2521.6    10340.0   1925.0        8.6           0.78          6.55          ""           	-0.16325
  Haffner_4         106.512   -15.002   227.939   -3.627    0.024   73     -0.417    0.904     0.223   3827.9    3887.3    3976.4    4072.2    4134.9    11386.3   4458.0        9.115         1.78          13.6          -0.38        	-0.28095875
  Haffner_5         109.493   -22.66    236.059   -4.635    0.06    191    0.965     -4.06     0.571   1654.1    1659.2    1667.2    1675.2    1681.0    9369.8    2069.0        8.6           1.57          7.87          ""           	-0.0541025
  Haffner_6         109.998   -13.151   227.864   0.226     0.049   189    -1.22     1.96      0.204   4177.0    4217.5    4285.0    4348.0    4397.5    11656.2   3320.0        8.865         1.78          15.27         ""           	-0.3113225
  Haffner_7         110.734   -29.502   242.677   -6.801    0.032   84     -1.541    2.966     0.199   4266.5    4310.8    4384.6    4453.5    4507.7    11038.3   1893.0        9.0           0.99          7.93          ""           	-0.24180875
  Haffner_8         110.777   -12.31    227.479   1.293     0.04    112    -1.626    0.446     0.314   2859.9    2881.6    2914.1    2946.7    2970.6    10530.3   1197.0        9.035         0.84          6.34          0.06         	-0.18465875
  Haffner_9         111.175   -17.001   231.795   -0.586    0.035   140    -0.832    0.424     0.337   2689.5    2708.9    2736.0    2765.0    2784.4    10259.8   1797.0        8.15          0.82          5.58          ""           	-0.1542275
  Harvard_10        244.859   -54.957   329.885   -3.365    0.354   164    -1.919    -10.577   1.418   689.0     690.0     691.3     692.7     693.6     7750.8    1441.0        7.97          6.55          13.43         ""           	0.1
  Harvard_13        255.999   -48.09    339.615   -4.056    0.078   57     -2.766    -7.19     0.807   1184.8    1189.3    1195.7    1202.5    1207.0    7233.9    3612.0        9.285         6.29          16.17         ""           	0.1
  Harvard_16        262.781   -36.813   351.718   -1.64     0.132   414    -0.636    -0.778    0.623   1523.7    1527.4    1533.5    1539.0    1543.3    6826.7    1467.0        7.94          1.75          8.0           ""           	0.1
  Havlen_Moffat_1   259.752   -38.817   348.715   -0.784    0.019   33     -1.047    -2.552    0.211   3895.0    3998.0    4161.1    4337.1    4465.9    4336.8    4854.0        6.95          3.27          23.14         ""           	0.1
  Hogg_10           167.663   -60.385   290.788   0.088     0.032   18     -6.201    1.754     0.382   2374.2    2397.9    2435.1    2473.7    2500.4    7814.7    1920.0        6.785         1.09          4.48          ""           	0.1
  Hogg_15           190.906   -63.101   302.048   -0.242    0.064   91     -6.018    -0.461    0.266   3305.3    3338.0    3385.5    3433.1    3465.7    7145.1    3078.0        6.6           0.66          8.88          ""           	0.1
  Hogg_17           218.459   -61.326   314.899   -0.856    0.059   55     -5.201    -2.433    0.407   2256.8    2271.1    2294.5    2316.5    2333.4    6914.3    1148.0        8.15          1.0           3.33          ""           	0.1
  Hogg_18           222.716   -52.271   320.784   6.413     0.067   25     -1.808    -2.317    0.564   1647.8    1662.0    1685.2    1708.4    1724.8    7121.7    1535.0        7.95          0.3           6.3           ""           	0.1
  Hogg_19           247.236   -49.11    335.08    -0.308    0.046   45     -2.05     -3.125    0.369   2451.8    2475.4    2513.0    2552.2    2580.4    6152.8    898.0         9.015         0.64          3.82          ""           	0.1
  Hogg_21           251.414   -47.747   337.95    -1.45     0.045   58     -0.937    -2.206    0.366   2471.8    2495.0    2531.6    2568.1    2593.0    6069.2    1750.0        7.45          1.62          5.14          ""           	0.1
  Hogg_4            149.424   -54.612   279.469   0.144     0.077   281    -5.022    4.484     0.21    4123.1    4145.5    4176.9    4212.9    4239.8    8691.4    1772.0        8.3           0.37          5.93          ""           	0.0222175
  IC_1311           302.697   41.177    77.705    4.18      0.039   495    -3.364    -5.047    0.124   6358.7    6420.5    6513.3    6616.3    6688.4    9417.0    5895.0        9.15          4.51          31.76         -0.3         	-0.0594125
  IC_1369           318.033   47.77     89.606    -0.398    0.043   200    -4.644    -5.609    0.262   3385.6    3406.6    3436.5    3469.5    3490.5    8998.3    2530.0        8.54          1.42          13.38         ""           	-0.01230875
  IC_1396           324.745   57.514    99.309    3.755     0.297   460    -2.355    -4.495    1.066   911.2     912.1     913.7     915.0     916.1     8535.0    600.0         6.0           5.51          8.91          ""           	0.0398125
  IC_1434           332.625   52.858    99.951    -2.679    0.091   281    -3.904    -3.328    0.278   3219.3    3232.4    3253.3    3271.7    3287.4    9459.6    3210.0        8.245         2.59          18.17         ""           	-0.064205
  IC_1590           13.205    56.629    123.123   -6.242    0.055   100    -2.368    -1.449    0.339   2674.5    2691.3    2719.4    2745.6    2766.2    10074.9   2400.0        6.895         1.11          14.6          ""           	-0.13342625
  IC_166            28.094    61.857    130.052   -0.169    0.06    727    -1.439    1.126     0.175   4829.8    4860.3    4909.1    4957.9    4994.5    12097.3   4801.0        9.0           5.51          35.4          -0.178       	-0.35
  IC_1805           38.21     61.471    134.733   0.945     0.111   136    -0.702    -0.669    0.449   2073.6    2080.4    2090.6    2100.9    2107.7    9922.9    1700.0        7.25          1.88          12.91         ""           	-0.11632625
  IC_1848           42.855    60.419    137.222   0.919     0.2     381    -0.372    -0.315    0.415   2237.5    2242.9    2250.9    2258.9    2264.2    10108.1   1500.0        6.85          1.67          9.46          ""           	-0.13716125
  IC_2157           91.183    24.091    186.34    1.243     0.047   39     0.959     -2.982    0.448   2055.8    2072.5    2097.0    2122.6    2139.3    10426.3   2311.0        7.9           0.59          8.03          ""           	-0.17295875
  IC_2391           130.292   -52.991   270.386   -6.737    0.814   224    -24.644   23.316    6.582   151.2     151.2     151.3     151.3     151.4     8340.3    165.0         8.05          1.54          2.52          -0.155       	0.06171625
  IC_2395           130.531   -48.09    266.58    -3.627    0.209   297    -4.464    3.293     1.379   708.4     709.2     710.5     711.7     712.5     8412.1    701.0         7.27          0.53          4.51          0.0          	0.05363875
  IC_2488           141.857   -57.004   277.812   -4.442    0.22    435    -7.761    5.698     0.718   1335.1    1336.5    1338.8    1340.7    1342.0    8265.0    1138.0        8.445         2.86          6.62          0.1          	0.0701875
  IC_2581           156.867   -57.626   284.591   0.025     0.059   127    -7.275    3.594     0.352   2596.6    2607.1    2621.2    2637.1    2647.7    8087.8    2221.0        7.32          0.81          10.4          -0.34        	0.0901225
  IC_2602           160.613   -64.426   289.565   -4.955    1.449   311    -17.582   10.7      6.561   151.7     151.7     151.8     151.8     151.8     8290.6    151.0         8.345         ""            ""            -0.099       	0.0673075
  IC_2714           169.373   -62.719   292.401   -1.784    0.171   934    -7.597    2.639     0.719   1335.1    1336.5    1337.9    1339.3    1340.3    7927.4    1224.0        8.65          1.83          6.3           0.01         	0.1
  IC_2948           174.822   -63.44    294.97    -1.689    0.105   70     -5.968    0.647     0.388   2369.2    2382.5    2400.2    2419.4    2431.2    7643.2    2796.0        6.6           6.03          15.06         ""           	0.1
  IC_348            56.132    32.159    160.486   -17.81    0.096   144    4.483     -6.447    3.079   320.1     320.7     321.7     322.7     323.4     8629.3    480.0         6.78          0.44          3.66          ""           	0.02920375
